common_name,scientific_name,country,habitat
woodland passionflower,Passiflora morifolia,Colombia,forest
woodland passionflower,Passiflora morifolia,Guatemala,forest
woodland passionflower,Passiflora morifolia,Mexico,forest
woodland passionflower,Passiflora morifolia,Paraguay,forest
woodland passionflower,Passiflora morifolia,Peru,forest
,Passiflora pilosicorona,Bolivia,
,Passiflora porophylla,Brazil,
Circle passionfruit,Passiflora quetzal,Guatemala,
Circle passionfruit,Passiflora quetzal,Mexico,
passionflower,Passiflora racemosa,Brazil,
,Passiflora sanguinolenta,Peru,
,Passiflora speciosa,Brazil,
corkystem passionflower,Passiflora suberosa,Mexico,
corkystem passionflower,Passiflora suberosa,Peru,
corkystem passionflower,Passiflora suberosa,United States,
,Passiflora sublanceolata,Belize,
,Passiflora sublanceolata,Guatemala,
,Passiflora sublanceolata,Mexico,
,Passiflora tetrandra,New Zealand,
mountain love in the mist,Passiflora tulae,United States,mountains
,Passiflora viridescens,Peru,
,Passiflora xiikzodz,Belize,
,Passiflora xiikzodz,Guatemala,
,Passiflora xiikzodz,Mexico,
,Passiflora xishuangbannaensis,China,
patchouli,Pogostemon cablin,China,
,Patersonia argyrea,Australia,
,Patersonia babianoides,Australia,
,Patersonia drummondii,Australia,
,Patersonia fragilis,Australia,water
,Patersonia glabrata,Australia,
,Patersonia graminea,Australia,
,Patersonia inaequalis,Australia,
,Patersonia juncea,Australia,
,Patersonia limbata,Australia,
,Patersonia macrantha,Australia,
,Patersonia occidentalis,Australia,
,Patersonia pygmaea,Australia,
,Patersonia rudis,Australia,
,Patersonia sericea,Australia,
,Patersonia spirafolia,Australia,
,Patersonia umbrosa,Australia,
,Patrinia gibbosa,Japan,
Patrinia scabiosaefolia,Patrinia scabiosifolia,China,
Patrinia scabiosaefolia,Patrinia scabiosifolia,Japan,
Patrinia scabiosaefolia,Patrinia scabiosifolia,Mongolia,
Patrinia scabiosaefolia,Patrinia scabiosifolia,Vietnam,
,Paubrasilia echinata,Brazil,forest
moldy bread and cheese,Paullinia fuscescens,Mexico,
,Paullinia paullinioides,Colombia,
,Paullinia paullinioides,Peru,
bread and cheese,Paullinia pinnata,Burkina Faso,water
,Paulownia catalpifolia,China,
,Paulownia elongata,China,
,Paulownia fortunei,China,
,Paulownia fortunei,Laos,
,Paulownia fortunei,Taiwan,
,Paulownia fortunei,Vietnam,
Sapphire dragon tree,Paulownia kawakamii,China,
Sapphire dragon tree,Paulownia kawakamii,Taiwan,
princesstree,Paulownia tomentosa,China,
,Stelechantha arcuata,Cameroon,forest
,Pauridiantha divaricata,Cameroon,forest
,Pauridiantha insularis,São Tomé and Príncipe,
,Pauridiantha talbotii,Cameroon,
,Pauridiantha talbotii,Equatorial Guinea,
,Pauridiantha talbotii,Gabon,
,Pauridiantha talbotii,Nigeria,
,Pavetta australiensis,Australia,forest
,Pavetta australiensis,Papua New Guinea,forest
,Pavetta axillipara,Tanzania,
,Pavetta blanda,Sri Lanka,
,Pavetta brachycalyx,Cameroon,mountains; forest
,Pavetta gleniei,Sri Lanka,
,Pavetta holstii,Tanzania,
,Pavetta kimberleyana,Australia,
,Pavetta kupensis,Cameroon,mountains; forest
,Pavetta lynesii,Tanzania,
,Pavetta manyanguensis,Tanzania,
,Pavetta muiriana,Cameroon,mountains; forest
,Pavetta nitidissima,Tanzania,
,Pavetta rubentifolia,Cameroon,mountains; forest
,Pavetta sparsipila,Tanzania,
,Pavetta tarennoides,Kenya,
,Pavieasia anamensis,Vietnam,
spearleaf swampmallow,Pavonia hastata,Argentina,water
spearleaf swampmallow,Pavonia hastata,Bolivia,water
spearleaf swampmallow,Pavonia hastata,Brazil,water
spearleaf swampmallow,Pavonia hastata,Paraguay,water
spearleaf swampmallow,Pavonia hastata,Uruguay,water
Texas swampmallow,Pavonia lasiopetala,Mexico,water
Texas swampmallow,Pavonia lasiopetala,United States,water
,Pavonia multiflora,Brazil,
,Pavonia praemorsa,South Africa,
,Payena acuminata,Thailand,
,Payena gigas,Brunei,mountains; forest
,Payena gigas,Malaysia,mountains; forest
,Payena khoonmengiana,Brunei,forest
,Payena khoonmengiana,Malaysia,forest
,Payena kinabaluensis,Brunei,mountains; forest
,Payena kinabaluensis,Malaysia,mountains; forest
,Payena leerii,Philippines,
,Payena selangorica,Malaysia,
,Paysonia auriculata,United States,grasslands
,Paysonia lescurii,United States,
,Paysonia lyrata,United States,forest
,Paysonia perforata,United States,
,Paysonia stonensis,United States,water
peach,Prunus persica,China,
peanut,Arachis hypogaea,United States,
pecan,Carya illinoinensis,Mexico,water
pecan,Carya illinoinensis,United States,water
,Pecluma dulcis,Mexico,
,Pecteilis gigantea,India,forest
Fringed orchid,Pecteilis radiata,China,
Fringed orchid,Pecteilis radiata,Japan,
Fringed orchid,Pecteilis radiata,Russia,
,Pecteilis susannae,Cambodia,
,Pecteilis susannae,China,
,Pecteilis susannae,India,
,Pecteilis susannae,Laos,
,Pecteilis susannae,Malaysia,
,Pecteilis susannae,Myanmar,
,Pecteilis susannae,Thailand,
,Pecteilis susannae,Vietnam,
,Pectinopitys ferruginea,New Zealand,mountains; forest
,Pectinopitys ferruginoides,New Caledonia,mountains; forest
,Pectinopitys harmsiana,Bolivia,
,Pectinopitys harmsiana,Colombia,
,Pectinopitys harmsiana,Peru,
Mt. Spurgeon black pine,Pectinopitys ladei,Australia,
,Pectinopitys standleyi,Costa Rica,
lemonscent,Pectis angustifolia,Mexico,
lemonscent,Pectis angustifolia,United States,
Caribbean chinchweed,Pectis carthusianorum,United States,
Sonoran chinchweed,Pectis cylindrica,Mexico,
Sonoran chinchweed,Pectis cylindrica,United States,
fivebract chinchweed,Pectis filipes,Mexico,forest
fivebract chinchweed,Pectis filipes,United States,forest
sanddune chinchweed,Pectis glaucescens,Bahamas,
sanddune chinchweed,Pectis glaucescens,Dominican Republic,
sanddune chinchweed,Pectis glaucescens,Haiti,
sanddune chinchweed,Pectis glaucescens,Jamaica,
sanddune chinchweed,Pectis glaucescens,United States,
beardless chinchweed,Pectis imberbis,Mexico,grasslands; forest; shrubland
beardless chinchweed,Pectis imberbis,United States,grasslands; forest; shrubland
Florida chinchweed,Pectis linearifolia,United States,
West Indian chinchweed,Pectis linearis,United States,
romero macho,Pectis linifolia,Mexico,
romero macho,Pectis linifolia,United States,
manybristle chinchweed,Pectis papposa,United States,
,Pectis pimana,Mexico,mountains
peninsular pectocarya,Pectocarya peninsularis,Mexico,desert
peninsular pectocarya,Pectocarya peninsularis,United States,desert
moth combseed,Pectocarya setosa,Mexico,
moth combseed,Pectocarya setosa,United States,
,Peddiea kivuensis,Democratic Republic of the Congo,
,Pedicularis asplenifolia,Austria,
,Pedicularis asplenifolia,Italy,
,Pedicularis asplenifolia,Switzerland,
little elephantshead,Pedicularis attollens,United States,grasslands; mountains; water
,Pedicularis bhutanomuscoides,Bhutan,shrubland
,Pedicularis cacuminidenta,Bhutan,
,Pedicularis caeruleoalbescens,Pakistan,mountains
Canadian lousewort,Pedicularis canadensis,United States,grasslands; forest
dwarf lousewort,Pedicularis centranthera,United States,
coiled lousewort,Pedicularis contorta,Canada,grasslands; mountains; water; forest
coiled lousewort,Pedicularis contorta,United States,grasslands; mountains; water; forest
,Pedicularis dasyantha,Norway,
,Pedicularis dasyantha,Russia,
Indian warrior,Pedicularis densiflora,United States,forest; shrubland
,Pedicularis dhurensis,Bhutan,
Dudley's lousewort,Pedicularis dudleyi,United States,mountains; coastal
,Pedicularis elephantiflora,Bhutan,
redrattle,Pedicularis flammea,Greenland,
Furbish's lousewort,Pedicularis furbishiae,Canada,water; forest
Furbish's lousewort,Pedicularis furbishiae,United States,water; forest
elephanthead lousewort,Pedicularis groenlandica,Canada,
elephanthead lousewort,Pedicularis groenlandica,Greenland,
elephanthead lousewort,Pedicularis groenlandica,United States,
Howell's lousewort,Pedicularis howellii,United States,mountains; forest
woolly lousewort,Pedicularis lanata,Canada,
woolly lousewort,Pedicularis lanata,Greenland,
woolly lousewort,Pedicularis lanata,United States,
swamp lousewort,Pedicularis lanceolata,Canada,grasslands; water
swamp lousewort,Pedicularis lanceolata,United States,grasslands; water
Lapland lousewort,Pedicularis lapponica,Greenland,
,Pedicularis oxycarpa,China,grasslands; mountains
sickletop lousewort,Pedicularis racemosa,Canada,forest
sickletop lousewort,Pedicularis racemosa,United States,forest
Mt. Rainier lousewort,Pedicularis rainierensis,United States,
pinewoods lousewort,Pedicularis semibarbata,United States,forest
sudetic lousewort,Pedicularis sudetica,Poland,
whorled lousewort,Pedicularis verticillata,Canada,grasslands; water
whorled lousewort,Pedicularis verticillata,China,grasslands; water
whorled lousewort,Pedicularis verticillata,United States,grasslands; water
Marble Canyon cactus,Pediocactus bradyi,United States,
,Pediocactus bradyi subsp. despainii,United States,
Winkler's pincushion cactus,Pediocactus winkleri,United States,
Knowlton's miniature cactus,Pediocactus knowltonii,United States,
Simpson's Hedgehog Cactus,Pediocactus nigrispinus,United States,
Kaibab pincushion cactus,Pediocactus paradinei,United States,
Navajo pincushion cactus,Pediocactus peeblesianus,United States,
Siler's Pincushion Cactus,Pediocactus sileri,United States,
mountain ball cactus,Pediocactus simpsonii,United States,mountains
California Indian breadroot,Pediomelum californicum,United States,mountains; forest; coastal; shrubland
beaver Indian breadroot,Pediomelum castoreum,United States,desert
largebract Indian breadroot,Pediomelum cuspidatum,United States,grasslands
large Indian breadroot,Pediomelum esculentum,United States,grasslands; forest
,Pediomelum tenuiflorum,Mexico,
,Pediomelum tenuiflorum,United States,
,Peersia frithii,South Africa,
,Peersia macradenia,South Africa,
,Peersia vanheerdei,South Africa,
,Peganum nigellastrum,China,
,Pehria compacta,Colombia,
,Pehria compacta,Honduras,
,Pehria compacta,Nicaragua,
Marquesas palm,Pelagodoxa henryana,French Polynesia,
,Pelagodoxa mesocarpa,Vanuatu,
,Pelargonium acetosum,South Africa,
Austral storks bill,Pelargonium australe,Australia,
rose scented geranium,Pelargonium capitatum,South Africa,coastal
,Pelargonium coronopifolium,South Africa,
Old father live forever,Pelargonium cotyledonis,"Saint Helena, Ascension and Tristan da Cunha",
hooded crane's bill,Pelargonium cucullatum,South Africa,
,Pelargonium elegans,South Africa,
,Pelargonium grandiflorum,South Africa,
scentless geranium,Pelargonium inodorum,Australia,
scentless geranium,Pelargonium inodorum,New Zealand,
scarlet geranium,Pelargonium inquinans,South Africa,
,Pelargonium insularis,Yemen,desert
hanging geranium,Pelargonium peltatum,South Africa,
oakleaf geranium,Pelargonium quercifolium,South Africa,
,Pelargonium rodneyanum,Australia,forest
,Pelargonium sidoides,Lesotho,
,Pelargonium sidoides,South Africa,
,Pelargonium sidoides,Swaziland,
,Pelargonium triste,South Africa,
grapeleaf geranium,Pelargonium vitifolium,South Africa,
,Pelatantheria bicuspidata,China,
,Pelatantheria bicuspidata,Thailand,
,Pelatantheria cristata,Indonesia,
,Pelatantheria cristata,Malaysia,
,Pelatantheria cristata,Thailand,
,Pelatantheria ctenoglossum,Cambodia,
,Pelatantheria ctenoglossum,China,
,Pelatantheria ctenoglossum,Laos,
,Pelatantheria ctenoglossum,Vietnam,
,Pelatantheria eakroensis,Vietnam,
,Pelatantheria insectifera,Laos,
,Pelatantheria insectifera,Thailand,
,Pelatantheria rivesii,China,
,Pelatantheria rivesii,Laos,
,Pelatantheria rivesii,Vietnam,
,Pelatantheria scolopendrifolia,China,
,Pelatantheria scolopendrifolia,Thailand,
,Pelatantheria woonchengii,Malaysia,
,Pelatantheria woonchengii,Myanmar,
,Pelatantheria woonchengii,Thailand,
,Pelatantheria woonchengii,Vietnam,
Kunth's maiden fern,Thelypteris kunthii,United States,
ovate marsh fern,Thelypteris ovata,United States,water; coastal
,Pelecyphora abdita,Mexico,
,Pelecyphora alversonii,United States,
,Pelecyphora chihuahuensis,Mexico,
,Pelecyphora cubensis,Cuba,
,Pelecyphora dasyacantha,Mexico,
,Pelecyphora dasyacantha,United States,
Duncan's foxtail cactus,Escobaria duncanii,United States,
,Pelecyphora emskoetteriana,Mexico,
,Pelecyphora hesteri,United States,
,Pelecyphora laredoi,Mexico,
,Escobaria lloydii,Mexico,
nipple beehive cactus,Coryphantha macromeris,Mexico,desert
nipple beehive cactus,Coryphantha macromeris,United States,desert
Nellie cory cactus,Escobaria minima,Mexico,
Nellie cory cactus,Escobaria minima,United States,
Missouri foxtail cactus,Escobaria missouriensis,United States,
,Pelecyphora robbinsiorum,United States,
Sneed's pincushion cactus,Escobaria sneedii,Mexico,desert; forest; shrubland
Sneed's pincushion cactus,Escobaria sneedii,United States,desert; forest; shrubland
,Pelecyphora strobiliformis,Mexico,
whitecolumn foxtail cactus,Escobaria tuberculosa,Mexico,
whitecolumn foxtail cactus,Escobaria tuberculosa,United States,
,Pelecyphora vivipara,Canada,desert
,Pelecyphora vivipara,Mexico,desert
,Pelecyphora vivipara,United States,desert
,Escobaria zilziana,Mexico,
,Pellacalyx axillaris,Philippines,
,Pellacalyx lobbii,Philippines,
,Pellacalyx yunnanensis,China,
coffee cliffbrake,Pellaea andromedifolia,Mexico,
coffee cliffbrake,Pellaea andromedifolia,United States,
purple cliffbrake,Pellaea atropurpurea,United States,
Sierra cliffbrake,Pellaea brachyptera,United States,mountains; coastal
Brewer's cliffbrake,Pellaea breweri,United States,mountains
Bridges' cliffbrake,Pellaea bridgesii,United States,
,Pellaea calidirupium,Australia,desert
,Pellaea calidirupium,New Zealand,desert
,Pellaea calomelanos,Spain,
,Pellaea falcata,Australia,forest
smooth cliffbrake,Pellaea glabella,Canada,
smooth cliffbrake,Pellaea glabella,United States,
birdfoot cliffbrake,Pellaea mucronata,Mexico,
birdfoot cliffbrake,Pellaea mucronata,United States,
,Pellaea nana,Australia,water; forest
,Pellaea paradoxa,Australia,forest
,Pellaea rotundifolia,New Zealand,forest; shrubland
spiny cliffbrake,Pellaea truncata,Mexico,
spiny cliffbrake,Pellaea truncata,United States,
,Pellaea viridis,Yemen,
white arrow arum,Peltandra sagittifolia,United States,
green arrow arum,Peltandra virginica,Cuba,water
,Peltaria alliacea,Albania,
,Peltaria alliacea,Austria,
,Peltaria alliacea,Romania,
,Peltogyne mexicana,Mexico,
,Peltophorum dubium,Argentina,
,Peltophorum dubium,Brazil,
,Peltophorum dubium,Paraguay,
,Peltophorum dubium,Uruguay,
peltophorum,Peltophorum pterocarpum,Australia,
peltophorum,Peltophorum pterocarpum,Sri Lanka,
peltophorum,Peltophorum pterocarpum,Thailand,
peltophorum,Peltophorum pterocarpum,Vietnam,
,Pemphis acidula,Maldives,coastal
,Pemphis acidula,Philippines,coastal
,Pemphis acidula,Seychelles,coastal
,Saltera sarcocolla,South Africa,mountains
Queen of the Night,Peniocereus greggii,Mexico,
Queen of the Night,Peniocereus greggii,United States,
gearstem cactus,Peniocereus striatus,Mexico,desert
gearstem cactus,Peniocereus striatus,United States,desert
Three Kings Kaikomako,Pennantia baylisiana,New Zealand,
,Pennantia corymbosa,New Zealand,
,Pennantia cunninghamii,Australia,
,Pennantia endlicheri,Australia,
Rincon Mountain Cross,Pennellia tricornuta,United States,mountains
sharpleaf penstemon,Penstemon acuminatus,United States,coastal
Los Alamos beardtongue,Penstemon alamosensis,United States,
white penstemon,Penstemon albidus,Canada,grasslands
white penstemon,Penstemon albidus,United States,grasslands
gilia beardtongue,Penstemon ambiguus,Mexico,grasslands; desert
gilia beardtongue,Penstemon ambiguus,United States,grasslands; desert
Siskiyou beardtongue,Penstemon anguineus,United States,mountains; forest
broadbeard beardtongue,Penstemon angustifolius,United States,
sand penstemon,Penstemon arenicola,United States,desert
Arkansas beardtongue,Penstemon arkansanus,United States,
sulphur penstemon,Penstemon attenuatus,United States,grasslands; mountains
Eustis Lake beardtongue,Penstemon australis,United States,water; coastal
azure penstemon,Penstemon azureus,United States,mountains; forest
beardlip penstemon,Penstemon barbatus,Mexico,
beardlip penstemon,Penstemon barbatus,United States,
Barrett's beardtongue,Penstemon barrettiae,United States,water
pinto beardtongue,Penstemon bicolor,United States,desert; mountains; forest; shrubland
,Penstemon bleaklyi,United States,mountains
shortstem beardtongue,Penstemon breviculus,United States,grasslands; forest
,Penstemon brevisepalus,United States,grasslands; forest
San Bernardino beardtongue,Penstemon caesius,United States,mountains; forest
mat penstemon,Penstemon caespitosus,United States,mountains
longsepal beardtongue,Penstemon calycosus,United States,grasslands; forest
eastern gray beardtongue,Penstemon canescens,United States,forest
cardinal beardtongue,Penstemon cardinalis,United States,
,Penstemon cerrosensis,Mexico,
Sunset Crater beardtongue,Penstemon clutei,United States,water
cobaea beardtongue,Penstemon cobaea,United States,grasslands
dusty beardtongue,Penstemon comarrhenus,United States,
yellow penstemon,Penstemon confertus,Canada,
yellow penstemon,Penstemon confertus,United States,
Owens Valley beardtongue,Penstemon confusus,United States,
Crandall's beardtongue,Penstemon crandallii,United States,
blue penstemon,Penstemon cyaneus,United States,
bluestem beardtongue,Penstemon cyanocaulis,United States,
sagebrush beardtongue,Penstemon cyathophorus,United States,mountains
Mt. Graham beardtongue,Penstemon deaveri,United States,mountains
Parachute beardtongue,Penstemon debilis,United States,desert
Degener's beardtongue,Penstemon degeneri,United States,grasslands; mountains; water; forest
talus slope penstemon,Penstemon digitalis,United States,water
Cataiina beardtongue,Penstemon discolor,United States,mountains
firecracker penstemon,Penstemon eatonii,United States,desert; mountains; forest
fuzzytongue penstemon,Penstemon eriantherus,Canada,
fuzzytongue penstemon,Penstemon eriantherus,United States,
Fendler's penstemon,Penstemon fendleri,Mexico,
Fendler's penstemon,Penstemon fendleri,United States,
Panamint beardtongue,Penstemon floridus,United States,desert; mountains; shrubland
Franklin's penstemon,Penstemon franklinii,United States,grasslands
Fremont's beardtongue,Penstemon fremontii,United States,
bush penstemon,Penstemon fruticosus,Canada,
bush penstemon,Penstemon fruticosus,United States,
gentian beardtongue,Penstemon gentianoides,Colombia,mountains; forest
gentian beardtongue,Penstemon gentianoides,Guatemala,mountains; forest
gentian beardtongue,Penstemon gentianoides,Honduras,mountains; forest
gentian beardtongue,Penstemon gentianoides,Mexico,mountains; forest
Gibbens' beardtongue,Penstemon gibbensii,United States,forest
Gorman's beardtongue,Penstemon gormanii,Canada,
Gorman's beardtongue,Penstemon gormanii,United States,
slender penstemon,Penstemon gracilentus,United States,mountains; forest; shrubland
lilac penstemon,Penstemon gracilis,Canada,
lilac penstemon,Penstemon gracilis,United States,
Uinta Basin beardtongue,Penstemon grahamii,United States,desert; water; forest; shrubland
large beardtongue,Penstemon grandiflorus,United States,
Griffin's beardtongue,Penstemon griffinii,United States,
Grinnell's beardtongue,Penstemon grinnellii,United States,mountains
Hall's beardtongue,Penstemon hallii,United States,mountains
Harbour's beardtongue,Penstemon harbourii,United States,mountains
Harrington's beardtongue,Penstemon harringtonii,United States,grasslands; desert
Hartweg's beardtongue,Penstemon hartwegii,Mexico,
blowout beardtongue,Penstemon haydenii,United States,coastal
bunchleaf penstemon,Penstemon heterophyllus,United States,grasslands; mountains; forest; coastal; shrubland
hairy beardtongue,Penstemon hirsutus,United States,grasslands
low beardtongue,Penstemon humilis,United States,mountains; forest; tundra
Mojave beardtongue,Penstemon incertus,United States,desert; mountains; forest; shrubland
,Penstemon isophyllus,Mexico,
James' beardtongue,Penstemon jamesii,Mexico,
James' beardtongue,Penstemon jamesii,United States,
Antelope Valley beardtongue,Penstemon janishiae,United States,forest
San Gabriel beardtongue,Penstemon labrosus,Mexico,mountains; forest
San Gabriel beardtongue,Penstemon labrosus,United States,mountains; forest
mountain blue penstemon,Penstemon laetus,United States,mountains; forest; shrubland
eastern smooth beardtongue,Penstemon laevigatus,United States,
,Penstemon lanceolatus,Mexico,
,Penstemon lanceolatus,United States,
larchleaf beardtongue,Penstemon laricifolius,United States,mountains
handsome beardtongue,Penstemon lentus,United States,
toadflax penstemon,Penstemon linarioides,Mexico,
toadflax penstemon,Penstemon linarioides,United States,
tiger beardtongue,Penstemon mensarum,United States,
Metcalfe's beardtongue,Penstemon metcalfei,United States,forest
Malheur penstemon,Penstemon miser,United States,forest; shrubland
Moffatt's beardtongue,Penstemon moffatii,United States,
Mono penstemon,Penstemon monoensis,United States,mountains; forest; shrubland
scarlet beardtongue,Penstemon murrayanus,United States,
Navajo Mountain beardtongue,Penstemon navajoa,United States,mountains; forest
New Mexico beardtongue,Penstemon neomexicanus,Mexico,
New Mexico beardtongue,Penstemon neomexicanus,United States,
Plumas County beardtongue,Penstemon neotericus,United States,mountains; forest; shrubland
mountain pride,Penstemon newberryi,United States,mountains
coiled anther penstemon,Penstemon ophianthus,United States,
Osterhout's beardtongue,Penstemon osterhoutii,United States,
thickleaf beardtongue,Penstemon pachyphyllus,United States,
Paiute beardtongue,Penstemon pahutensis,United States,desert; mountains
Palmer's penstemon,Penstemon palmeri,United States,
Inyo beardtongue,Penstemon papillatus,United States,forest
Parry's beardtongue,Penstemon parryi,Mexico,desert
Parry's beardtongue,Penstemon parryi,United States,desert
Lone Pine beardtongue,Penstemon patens,United States,forest; shrubland
Penland's beardtongue,Penstemon penlandii,United States,
petiolate beardtongue,Penstemon petiolatus,United States,
pineneedle beardtongue,Penstemon pinifolius,Mexico,
pineneedle beardtongue,Penstemon pinifolius,United States,
Pine Valley penstemon,Penstemon pinorum,United States,forest
littleflower penstemon,Penstemon procerus,United States,grasslands; mountains
Chelan beardtongue,Penstemon pruinosus,Canada,mountains
Chelan beardtongue,Penstemon pruinosus,United States,mountains
desert penstemon,Penstemon pseudospectabilis,United States,desert; forest; shrubland
Kawich Range beardtongue,Penstemon pudicus,United States,mountains; forest
Snow Mountain beardtongue,Penstemon purpusii,United States,mountains; forest
matroot penstemon,Penstemon radicosus,United States,mountains
Adobe Hills beardtongue,Penstemon retrorsus,United States,water
Scheel Creek beardtongue,Penstemon rhizomatosus,United States,mountains; forest
Roezl's penstemon,Penstemon roezlii,United States,mountains; forest
Bridge penstemon,Penstemon rostriflorus,Mexico,
Bridge penstemon,Penstemon rostriflorus,United States,
Rydberg's penstemon,Penstemon rydbergii,United States,grasslands; mountains
upland beardtongue,Penstemon saxosorum,United States,
pinyon beardtongue,Penstemon scapoides,United States,desert; mountains; forest; shrubland
White River beardtongue,Penstemon scariosus,United States,water
sidebells penstemon,Penstemon secundiflorus,Mexico,grasslands; forest; shrubland
sidebells penstemon,Penstemon secundiflorus,United States,grasslands; forest; shrubland
Small's beardtongue,Penstemon smallii,United States,mountains
showy penstemon,Penstemon spectabilis,Mexico,mountains; forest; coastal; shrubland
showy penstemon,Penstemon spectabilis,United States,mountains; forest; coastal; shrubland
Stephens' penstemon,Penstemon stephensii,United States,desert; mountains; forest; shrubland
Mancos penstemon,Penstemon strictiformis,United States,
Rocky Mountain penstemon,Penstemon strictus,United States,mountains
Susanville beardtongue,Penstemon sudans,United States,forest; shrubland
eastern whiteflower beardtongue,Penstemon tenuiflorus,United States,forest
sharpsepal beardtongue,Penstemon tenuis,United States,
germander beardtongue,Penstemon teucrioides,United States,mountains
Thompson's beardtongue,Penstemon thompsoniae,United States,forest; shrubland
Thurber's penstemon,Penstemon thurberi,Mexico,desert; mountains; forest; shrubland
Thurber's penstemon,Penstemon thurberi,United States,desert; mountains; forest; shrubland
Trinity penstemon,Penstemon tracyi,United States,mountains
Utah penstemon,Penstemon utahensis,United States,forest; shrubland
Venus penstemon,Penstemon venustus,United States,mountains
Front Range beardtongue,Penstemon virens,United States,
Watson's penstemon,Penstemon watsonii,United States,
Whipple's penstemon,Penstemon whippleanus,United States,mountains; forest
Yampa beardtongue,Penstemon yampaensis,United States,water
,Pentacalia andrei,Peru,
,Pentacalia aschersoniana,Colombia,mountains; forest
,Pentacalia huilensis,Colombia,mountains; forest
,Pentacalia millei,Peru,grasslands; mountains; forest
,Pentacalia gibbiflora,Bolivia,mountains; forest
,Pentacalia gibbiflora,Peru,mountains; forest
,Pentacalia todziae,Peru,
,Pentace acuta,Malaysia,
,Pentace excelsa,Malaysia,
,Pentace eximia,Malaysia,
,Pentace grandiflora,Malaysia,
,Pentace microlepidota,Malaysia,
,Pentace perakensis,Malaysia,
,Pentace strychnoidea,Malaysia,
tiny pygmydaisy,Pentachaeta alsinoides,United States,
golden chaetopappa,Pentachaeta aurea,Mexico,mountains
golden chaetopappa,Pentachaeta aurea,United States,mountains
meager pygmydaisy,Pentachaeta exilis,United States,grasslands; forest
Lyon's pygmydaisy,Pentachaeta lyonii,United States,
,Pentachlaena betamponensis,Madagascar,
,Pentachlaena latifolia,Madagascar,
,Pentachlaena orientalis,Madagascar,
,Pentachlaena vestita,Madagascar,
,Pentachondra involucrata,Australia,forest; shrubland
,Pentachondra pumila,Australia,mountains; water; shrubland
,Pentachondra pumila,New Zealand,mountains; water; shrubland
,Pentaclethra macroloba,Brazil,
,Pentaclethra macroloba,Colombia,
,Pentaclethra macroloba,Trinidad and Tobago,
White lauan,Shorea contorta,Philippines,forest
,Pentagonia gomez-lauritoi,Costa Rica,forest
,Pentagonia gomez-lauritoi,Panama,forest
,Pentagonia macrophylla,Colombia,
,Pentagonia macrophylla,Costa Rica,
,Pentagonia macrophylla,Nicaragua,
,Pentagonia macrophylla,Panama,
,Pentagonia rubriflora,Peru,
,Pentagonia spathicalyx,Brazil,
,Pentagonia spathicalyx,Colombia,
,Pentagonia spathicalyx,Peru,
goldback fern,Pentagramma triangularis,Canada,
goldback fern,Pentagramma triangularis,Mexico,
goldback fern,Pentagramma triangularis,United States,
,Pentalepis trichodesmoides,Australia,
,Pentameris pictigluma,Cameroon,
,Pentameris pictigluma,Ethiopia,
,Pentameris pictigluma,Kenya,
,Pentameris pictigluma,Rwanda,
,Pentameris pictigluma,Sudan,
,Pentameris pictigluma,Tanzania,
,Pentameris pictigluma,Uganda,
,Pentameris pictigluma,Yemen,
,Pentapogon avenoides,New Zealand,mountains; forest; shrubland
Egyptian starcluster,Pentas lanceolata,Comoros,
Egyptian starcluster,Pentas lanceolata,Democratic Republic of the Congo,
Egyptian starcluster,Pentas lanceolata,Djibouti,
Egyptian starcluster,Pentas lanceolata,Eritrea,
Egyptian starcluster,Pentas lanceolata,Ethiopia,
Egyptian starcluster,Pentas lanceolata,Kenya,
Egyptian starcluster,Pentas lanceolata,Malawi,
Egyptian starcluster,Pentas lanceolata,Mozambique,
Egyptian starcluster,Pentas lanceolata,Rwanda,
Egyptian starcluster,Pentas lanceolata,Saudi Arabia,
Egyptian starcluster,Pentas lanceolata,Sudan,
Egyptian starcluster,Pentas lanceolata,Tanzania,
Egyptian starcluster,Pentas lanceolata,Uganda,
Egyptian starcluster,Pentas lanceolata,Yemen,
,Pentatrichia rehmii subsp. avasmontana,Namibia,
,Penthorum chinense,China,
,Penthorum chinense,Japan,
,Penthorum chinense,Mongolia,
,Penthorum chinense,Russia,
African sheepbush,Pentzia incana,Namibia,shrubland
African sheepbush,Pentzia incana,South Africa,shrubland
,Pentzia tomentosa,Namibia,
winged peperomia,Peperomia alata,United States,water
,Peperomia bellendenkerensis,Australia,
,Peperomia boivinii,Comoros,
,Peperomia bracteata,Guatemala,
,Peperomia bracteata,Mexico,
,Peperomia clusiifolia,Jamaica,
,Peperomia columella,Peru,
,Peperomia congona,Peru,
weakstem peperomia,Peperomia cookiana,United States,
,Peperomia crispa,Colombia,
,Peperomia deppeana,Mexico,
,Peperomia eburnea,Colombia,
,Peperomia enervis,Australia,forest
,Peperomia espinosae,Peru,
,Peperomia famelica,Peru,
,Peperomia ferreyrae,Peru,
,Peperomia fraseri,Colombia,
,Peperomia fraseri,Peru,
,Peperomia griseoargentea,Mexico,
,Peperomia hoffmannii,Colombia,
,Peperomia hoffmannii,Mexico,
,Peperomia hoffmannii,Peru,
,Peperomia huacapistanana,Peru,
,Peperomia huallagana,Peru,
,Peperomia huantana,Peru,
,Peperomia huanucoana,Peru,
,Peperomia hunteriana,Australia,
